#,Nombre,Tipo,Localidad,Barrio,Dirección,Celular,Teléfono Fijo,Email,Sitio Web,Instagram,Calificación Google,Reseñas,Score Digital,Oportunidad,Servicio Recomendado,Estado,Contactado,Fecha Contacto,Notas
897,Residencias El Remanso,Hotel,Usaquén,Cedritos,"Tv 83 #20-86, Cedritos",3165281168,,residencias.el.remanso@gmail.com,No,Si,4.0,62,40,MEDIA,E-Commerce + WhatsApp Bot,Pendiente,No,,
898,Copias La Carpeta,Papelería,Kennedy,Kennedy Central,"Tv 146 #52-14, Kennedy Central",3232850413,,copias.la.carpeta99@outlook.com,No,Si,4.5,199,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
899,Papelería El Cuaderno,Papelería,Kennedy,Américas,"Av 61 #95-84, Américas",3215527040,,papeleria.el.cuaderno8@yahoo.com,No,Si,4.6,85,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
900,Útiles La Carpeta,Papelería,Ciudad Bolívar,Perdomo Alto,"Tv 74 #55-18, Perdomo Alto",3204004584,,utiles.la.carpeta4@hotmail.com,Si,No,3.9,25,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
901,Copias El Lápiz,Papelería,Engativá,Santa Helenita,"Tv 42 #45-89, Santa Helenita",3049708701,6015600103,copias.el.lapiz.col@outlook.com,No,Si,4.7,272,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
902,Copias La Resma,Papelería,Santa Fe,La Candelaria,"Cl 47 #49-94, La Candelaria",3172220314,,copias.la.resma4@gmail.com,No,Si,4.4,65,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
903,Papelería La Página,Papelería,Rafael Uribe,Chiguaza,"Tv 70 #110-30, Chiguaza",3241104541,6012360433,papeleria.la.pagina6@yahoo.com,No,Si,4.4,289,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
904,Papelería El Archivo,Papelería,Bosa,Occidental,"Cr 31 #128-40, Occidental",3051439994,,papeleria.el.archivo6@outlook.com,No,Si,4.9,97,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
905,Útiles El Cuaderno,Papelería,Suba,Rincón,"Av 33 #64-99, Rincón",3131291573,,utiles.el.cuaderno@yahoo.com,No,Si,4.5,516,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
906,Reparaciones El Tornillo,Taller mecánico,La Candelaria,Egipto,"Tv 156 #55-10, Egipto",3188589186,6012038400,reparaciones.el.tornillo.bogota@gmail.com,No,Si,4.1,80,40,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
907,Automotriz El As del Motor,Taller mecánico,Bosa,El Porvenir,"Tv 3 #88-95 Sur, El Porvenir",3023946639,,automotriz.el.as.del.mot@gmail.com,No,Si,5.0,384,40,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
908,Automotriz El Diferencial,Taller mecánico,Teusaquillo,Palermo,"Cl 178 #75-36, Palermo",3029313086,6012179228,automotriz.el.diferencia1@yahoo.com,No,Si,5.0,87,40,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
909,Taller El Turbo,Taller mecánico,Teusaquillo,Cundinamarca,"Cr 47 #62-55, Cundinamarca",3238084159,6014521880,taller.el.turbo@gmail.com,No,Si,4.1,71,40,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
910,Mecánica Auto Service,Taller mecánico,Tunjuelito,El Tunal,"Tv 89 #147-6 Sur, El Tunal",3032928699,,mecanica.auto.service.col@gmail.com,No,Si,4.9,79,40,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
911,Taller El Tornillo,Taller mecánico,Chapinero,Chapinero Alto,"Tv 67 #31-93, Chapinero Alto",3111855034,,taller.el.tornillo.col@gmail.com,No,Si,5.0,247,40,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
912,Mecánica El Técnico,Taller mecánico,Santa Fe,Las Nieves,"Cr 95 #115-26, Las Nieves",3021367679,,mecanica.el.tecnico@gmail.com,No,Si,4.9,292,40,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
913,Salud La Mejor,Farmacia,La Candelaria,Egipto,"Tv 113 #116-30, Egipto",3131059486,6012906016,salud.la.mejor.col@yahoo.com,No,Si,4.9,71,40,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
914,Centro de Desarrollo El Rincón Mágico,Jardín infantil,Engativá,Santa Helenita,"Cr 80 #68-63, Santa Helenita",3162812975,,centro.de.desarrollo.el..col@outlook.com,No,Si,4.4,66,40,MEDIA,Página Web + Redes Sociales,Pendiente,No,,
915,Colegio La Colmena,Jardín infantil,Barrios Unidos,San Fernando,"Dg 173 #94-75, San Fernando",3245057430,6013127400,colegio.la.colmena@gmail.com,No,Si,4.7,355,40,MEDIA,Página Web + Redes Sociales,Pendiente,No,,
916,Preescolar La Colmena,Jardín infantil,San Cristóbal,Sosiego,"Av 61 #74-82 Sur, Sosiego",3171307652,,preescolar.la.colmena15@gmail.com,No,Si,4.1,771,40,MEDIA,Página Web + Redes Sociales,Pendiente,No,,
917,Instituto Del Deporte,Academia,Mártires,La Pepita,"Dg 94 #124-7, La Pepita",3033932445,6015153004,instituto.del.deporte1@hotmail.com,No,Si,4.9,67,40,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
918,Centro de Formación Digital,Academia,Chapinero,Rosales,"Av 67 #14-96, Rosales",3127488465,,centro.de.formacion.digi.col@gmail.com,No,Si,4.3,643,40,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
919,Lavanderías El Detergente,Lavandería,Mártires,La Pepita,"Cl 135 #112-72, La Pepita",3045364989,6017523370,lavanderias.el.detergent8@gmail.com,No,Si,4.4,286,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
920,Lavandería Inmaculado,Lavandería,Rafael Uribe,Diana Turbay,"Tv 170 #63-92, Diana Turbay",3194216670,,lavanderia.inmaculado.col@hotmail.com,Si,No,3.7,23,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
921,Lavandería El Blanqueador,Lavandería,Puente Aranda,Ciudad Montes,"Cr 44 #112-45, Ciudad Montes",3051657414,,lavanderia.el.blanqueado8@outlook.com,Si,No,3.8,13,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
922,Clean Fresh,Lavandería,Mártires,Ricaurte,"Cr 117 #130-31, Ricaurte",3191639058,,clean.fresh.col@hotmail.com,No,Si,4.3,316,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
923,Naturalmente La Espirulina,Tienda naturista,Usme,La Flora,"Cl 69 #141-45, La Flora",3017740664,,naturalmente.la.espiruli3@gmail.com,No,Si,4.6,143,40,MEDIA,E-Commerce + Redes Sociales,Pendiente,No,,
924,Verde La Naturaleza,Tienda naturista,San Cristóbal,Bello Horizonte,"Av 32 #39-51 Sur, Bello Horizonte",3126029289,,verde.la.naturaleza.bogota@yahoo.com,No,Si,4.2,86,40,MEDIA,E-Commerce + Redes Sociales,Pendiente,No,,
925,Glam Exclusiva,Sala de belleza,Tunjuelito,El Tunal,"Cl 89 #92-54, El Tunal",3007196068,,glam.exclusiva@gmail.com,No,Si,4.2,94,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
926,Glam El Arte,Sala de belleza,Mártires,La Pepita,"Tv 23 #82-69, La Pepita",3053305442,6016046460,glam.el.arte.bogota@gmail.com,No,Si,4.4,144,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
927,Sala de Belleza Divina,Sala de belleza,Tunjuelito,Abraham Lincoln,"Av 36 #131-18, Abraham Lincoln",3124011114,6017408307,sala.de.belleza.divina.col@outlook.com,No,Si,4.9,99,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
928,Pizzería La Italiana,Pizzería,Ciudad Bolívar,Lucero,"Dg 99 #34-61 Sur, Lucero",3214325762,,pizzeria.la.italiana.bogota@gmail.com,No,Si,4.5,549,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
929,Pizza House Di Notte,Pizzería,Puente Aranda,Cundinamarca,"Cl 128 #75-93, Cundinamarca",3036863148,6015108613,pizza.house.di.notte.bogota@gmail.com,No,Si,4.3,94,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
930,Pizza La Masa,Pizzería,Tunjuelito,El Tunal,"Dg 180 #113-29, El Tunal",3045623524,6013972850,pizza.la.masa55@gmail.com,No,Si,4.0,86,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
931,Pizza El Queso,Pizzería,Fontibón,Granjas,"Cr 161 #45-59, Granjas",3179073675,6015426978,pizza.el.queso.bogota@gmail.com,No,Si,4.1,92,40,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
932,Ice Cream La Paleta,Heladería,Engativá,Minuto de Dios,"Cr 61 #113-93, Minuto de Dios",3248153731,6012600070,ice.cream.la.paleta.bogota@yahoo.com,No,Si,4.8,96,40,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
933,Frío y Rico La Fresa,Heladería,Engativá,Bolivia,"Tv 28 #76-69, Bolivia",3014978348,6014732623,frio.y.rico.la.fresa.bogota@outlook.com,No,Si,4.6,89,40,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
934,Cocina La Hacienda,Restaurante,Usme,Danubio,"Cl 157 #83-51 Sur, Danubio",3166413961,6016077711,cocina.la.hacienda53@outlook.com,Si,No,4.2,29,35,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
935,Asadero La Fogata,Restaurante,Teusaquillo,Teusaquillo,"Cr 7 #38-15, Teusaquillo",3031771406,,asadero.la.fogata8@gmail.com,Si,No,4.9,19,35,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
936,Rincón El Bodegón,Restaurante,Tunjuelito,Tunjuelito,"Av 118 #6-1, Tunjuelito",3057357390,6013593932,rincon.el.bodegon8@gmail.com,Si,No,4.8,28,35,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
937,Ajiaco Mamá Lola,Restaurante,Usme,La Flora,"Av 66 #121-74 Sur, La Flora",3235799011,,ajiaco.mama.lola9@gmail.com,Si,No,4.7,24,35,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
938,Restaurante El Rancho,Restaurante,San Cristóbal,Veinte de Julio,"Av 30 #77-9, Veinte de Julio",3044230485,,restaurante.el.rancho.col@hotmail.com,Si,No,2.9,91,35,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
939,El Café de Punto Café,Cafetería,Rafael Uribe,La Picota,"Tv 120 #134-60 Sur, La Picota",3002535934,6014525445,el.cafe.de.punto.cafe18@outlook.com,Si,No,4.2,21,35,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
940,Coffee El Molino,Cafetería,Santa Fe,La Macarena,"Dg 27 #67-66, La Macarena",3036636424,,coffee.el.molino7@gmail.com,Si,No,2.8,75,35,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
941,Coffee Aroma,Cafetería,Antonio Nariño,Ciudad Jardín,"Tv 133 #44-79, Ciudad Jardín",3058291727,,coffee.aroma3@yahoo.com,Si,No,4.3,21,35,MEDIA,Redes Sociales + Pautas Digitales,Pendiente,No,,
942,Estética Lorena,Estética,Mártires,La Pepita,"Dg 34 #63-96, La Pepita",3142249534,,estetica.lorena61@gmail.com,Si,No,5.0,12,35,MEDIA,Página Web + Redes Sociales,Pendiente,No,,
943,Sonrisas Avanzada,Clínica dental,Usaquén,La Uribe,"Dg 50 #38-27, La Uribe",3047498579,,sonrisas.avanzada2@yahoo.com,Si,No,4.4,23,35,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
944,Centro Fitness Bogotá Sur,Gimnasio,Los Mártires,Samper Mendoza,"Dg 59 #49-30, Samper Mendoza",3137583503,6015666181,centro.fitness.bogota.su.bogota@gmail.com,Si,No,4.2,11,35,MEDIA,Redes Sociales + Lead Qualifier Bot,Pendiente,No,,
945,Pet Las Mascotas,Veterinaria,Usme,Usme Centro,"Av 112 #20-99 Sur, Usme Centro",3101420507,6013710379,pet.las.mascotas1@yahoo.com,Si,No,4.7,20,35,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
946,Centro Veterinario Animal Feliz,Veterinaria,Teusaquillo,Palermo,"Cr 115 #100-56, Palermo",3142158004,,centro.veterinario.anima@gmail.com,Si,No,4.5,26,35,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
947,Ferrelectricos El Constructor,Ferretería,La Candelaria,Centro Histórico,"Cl 63 #110-32, Centro Histórico",3161036316,,ferrelectricos.el.constr58@hotmail.com,Si,No,4.9,16,35,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
948,Constructor El Alambre,Ferretería,Antonio Nariño,Policarpa,"Dg 20 #45-17, Policarpa",3167251361,6014325460,constructor.el.alambre1@gmail.com,Si,No,3.2,83,35,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
949,Constructor Construya Ya,Ferretería,Antonio Nariño,Marco Fidel,"Cr 11 #9-43, Marco Fidel",3242990855,,constructor.construya.ya@gmail.com,Si,No,5.0,26,35,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
950,Ferretería Los Materiales,Ferretería,Puente Aranda,Ciudad Montes,"Dg 19 #68-1, Ciudad Montes",3137823367,6015605411,ferreteria.los.materiale.bogota@gmail.com,Si,No,4.4,12,35,MEDIA,Página Web + WhatsApp Bot,Pendiente,No,,
951,Ropa Stilo,Tienda de ropa,Puente Aranda,Puente Aranda,"Cr 103 #36-13, Puente Aranda",3031758601,,ropa.stilo@yahoo.com,Si,No,3.0,62,35,MEDIA,E-Commerce + Pautas Digitales,Pendiente,No,,
952,Tienda Vogue,Tienda de ropa,San Cristóbal,Bello Horizonte,"Dg 146 #129-87, Bello Horizonte",3046089993,6016691786,tienda.vogue.bogota@gmail.com,Si,No,4.8,28,35,MEDIA,E-Commerce + Pautas Digitales,Pendiente,No,,
953,Moda Casual,Tienda de ropa,Tunjuelito,Santa Lucía,"Tv 67 #4-37, Santa Lucía",3132194007,,moda.casual.bogota@outlook.com,Si,No,4.9,16,35,MEDIA,E-Commerce + Pautas Digitales,Pendiente,No,,
954,Tienda Tendencia,Tienda de ropa,Bosa,El Porvenir,"Cl 100 #18-36, El Porvenir",3018453387,,tienda.tendencia.col@hotmail.com,Si,No,4.3,24,35,MEDIA,E-Commerce + Pautas Digitales,Pendiente,No,,
955,Ropa Chic,Tienda de ropa,Usaquén,Los Cedros,"Cl 135 #141-5, Los Cedros",3109334350,,ropa.chic3@gmail.com,Si,No,4.3,27,35,MEDIA,E-Commerce + Pautas Digitales,Pendiente,No,,
956,Útiles El Marcador,Papelería,Fontibón,San Pablo,"Dg 67 #34-85, San Pablo",3011047868,6013062454,utiles.el.marcador2@gmail.com,Si,No,4.8,29,35,MEDIA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
957,Nido Los Pollitos,Jardín infantil,Antonio Nariño,Quiroga,"Cl 125 #119-34, Quiroga",3166004677,,nido.los.pollitos@gmail.com,Si,No,4.5,19,35,MEDIA,Página Web + Redes Sociales,Pendiente,No,,
958,Centro de Formación El Aprendizaje,Academia,Kennedy,Carvajal,"Dg 47 #130-49 Sur, Carvajal",3051296537,,centro.de.formacion.el.a2@gmail.com,Si,No,4.1,25,35,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
959,Centro de Formación Superior,Academia,Engativá,Álamos,"Tv 139 #49-57, Álamos",3171008996,,centro.de.formacion.supe.col@gmail.com,Si,No,3.1,584,35,MEDIA,Página Web + Lead Qualifier Bot,Pendiente,No,,
960,Tienda Naturista La Planta,Tienda naturista,Santa Fe,Santa Fe,"Cr 122 #31-31, Santa Fe",3047014780,6013755580,tienda.naturista.la.plan.col@gmail.com,Si,No,4.6,22,35,MEDIA,E-Commerce + Redes Sociales,Pendiente,No,,
961,Restaurante El Corral,Restaurante,Fontibón,Fontibón Centro,"Tv 165 #94-25, Fontibón Centro",3114422859,6012787277,restaurante.el.corral@hotmail.com,Si,No,3.7,55,33,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
962,Peluquería Pro,Peluquería,Puente Aranda,Alcázares,"Av 42 #137-56, Alcázares",3054517136,6014408816,peluqueria.pro.bogota@gmail.com,Si,No,3.7,38,33,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
963,Studio Hair El Crack,Peluquería,Ciudad Bolívar,Jerusalem,"Tv 178 #27-64 Sur, Jerusalem",3225636318,6017349479,studio.hair.el.crack.col@gmail.com,Si,No,3.6,40,33,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
964,Barbería Precision,Peluquería,Suba,Colina Campestre,"Cr 116 #131-86, Colina Campestre",3058831619,6017046693,barberia.precision@outlook.com,Si,No,3.9,33,33,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
965,Odontología Brillante,Clínica dental,San Cristóbal,Veinte de Julio,"Cl 13 #144-99 Sur, Veinte de Julio",3032003109,6016003792,odontologia.brillante.bogota@gmail.com,Si,No,3.8,52,33,BAJA,Página Web + Lead Qualifier Bot,Pendiente,No,,
966,Escuela Creativa,Academia,Puente Aranda,Salazar Gómez,"Tv 70 #48-75, Salazar Gómez",3247836799,6017027786,escuela.creativa@yahoo.com,Si,No,3.6,35,33,BAJA,Página Web + Lead Qualifier Bot,Pendiente,No,,
967,Lavanderías El Blanqueador,Lavandería,Antonio Nariño,Ilarco,"Cr 165 #37-57, Ilarco",3154846208,,lavanderias.el.blanquead3@outlook.com,Si,No,3.6,37,33,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
968,Asadero Mamá Lola,Restaurante,Chapinero,Chicó Norte,"Dg 161 #19-68, Chicó Norte",3038137160,6013299222,asadero.mama.lola77@gmail.com,Si,Si,3.6,5,30,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
969,Restaurante Cielo Verde,Restaurante,Mártires,Ricaurte,"Cl 97 #54-77, Ricaurte",3174471992,,restaurante.cielo.verde@gmail.com,Si,Si,3.7,6,30,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
970,El Sabor de El Bodegón,Restaurante,Ciudad Bolívar,Perdomo Alto,"Av 137 #133-52, Perdomo Alto",3011562103,,el.sabor.de.el.bodegon.col@hotmail.com,Si,Si,3.0,10,30,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
971,Cafetería Punto Café,Cafetería,Puente Aranda,Zona Industrial,"Dg 41 #127-35, Zona Industrial",3167558205,6014292574,cafeteria.punto.cafe8@outlook.com,Si,Si,3.8,3,30,BAJA,Redes Sociales + Pautas Digitales,Pendiente,No,,
972,Café El Grano,Cafetería,Ciudad Bolívar,Ismael Perdomo,"Cr 107 #38-36, Ismael Perdomo",3025036530,,cafe.el.grano6@gmail.com,Si,Si,3.8,7,30,BAJA,Redes Sociales + Pautas Digitales,Pendiente,No,,
973,Cafetería Los Aromas,Cafetería,Kennedy,Kennedy Central,"Cl 153 #60-58, Kennedy Central",3136778436,,cafeteria.los.aromas.col@gmail.com,Si,Si,3.6,0,30,BAJA,Redes Sociales + Pautas Digitales,Pendiente,No,,
974,Corte El As,Peluquería,Teusaquillo,Cundinamarca,"Cl 39 #145-51, Cundinamarca",3025973114,6016668169,corte.el.as.col@gmail.com,Si,Si,3.6,2,30,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
975,Clínica Veterinaria Zoovet,Veterinaria,Suba,La Floresta,"Cl 136 #131-9, La Floresta",3046382670,,clinica.veterinaria.zoov.col@outlook.com,Si,Si,3.8,5,30,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
976,El Tornillo El Alambre,Ferretería,Kennedy,Villa Alsacia,"Tv 122 #25-76 Sur, Villa Alsacia",3209897214,6012669363,el.tornillo.el.alambre@gmail.com,Si,Si,3.8,3,30,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
977,Lavanderías Express,Lavandería,Bosa,Bosa Centro,"Dg 33 #84-83, Bosa Centro",3117439333,6016914902,lavanderias.express.col@gmail.com,Si,Si,3.7,4,30,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
978,Bienestar La Hoja Verde,Tienda naturista,Antonio Nariño,Ciudad Jardín,"Dg 138 #15-53, Ciudad Jardín",3225468095,,bienestar.la.hoja.verde.col@hotmail.com,Si,Si,3.5,5,30,BAJA,E-Commerce + Redes Sociales,Pendiente,No,,
979,Beauty Room Imagen Total,Sala de belleza,Barrios Unidos,Provivienda,"Tv 18 #114-2, Provivienda",3024260250,6013000340,beauty.room.imagen.total2@yahoo.com,Si,Si,2.9,23,30,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
980,Rincón La Hacienda,Restaurante,Teusaquillo,Marsella,"Tv 51 #147-62, Marsella",3186318295,,rincon.la.hacienda.col@gmail.com,Si,No,4.4,33,28,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
981,Donde El Paraíso,Restaurante,Los Mártires,La Favorita,"Cr 122 #59-98, La Favorita",3213918812,,donde.el.paraiso@gmail.com,Si,No,4.1,39,28,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
982,Tostado Cafeína,Cafetería,Barrios Unidos,Los Andes,"Cr 20 #104-70, Los Andes",3006478307,,tostado.cafeina.bogota@hotmail.com,Si,No,4.1,50,28,BAJA,Redes Sociales + Pautas Digitales,Pendiente,No,,
983,Cafetería Aroma,Cafetería,Puente Aranda,Puente Aranda,"Tv 47 #24-43, Puente Aranda",3157767416,,cafeteria.aroma3@gmail.com,Si,No,4.2,35,28,BAJA,Redes Sociales + Pautas Digitales,Pendiente,No,,
984,Cafetería La Taza,Cafetería,Engativá,Santa Helenita,"Av 56 #132-72, Santa Helenita",3133710092,,cafeteria.la.taza.col@gmail.com,Si,No,4.3,34,28,BAJA,Redes Sociales + Pautas Digitales,Pendiente,No,,
985,Estética Bella Vista,Estética,Kennedy,Carvajal,"Tv 34 #8-66, Carvajal",3031362239,,estetica.bella.vista22@gmail.com,Si,No,4.7,38,28,BAJA,Página Web + Redes Sociales,Pendiente,No,,
986,Clínica Dental Orto Center,Clínica dental,Ciudad Bolívar,Perdomo Alto,"Tv 67 #101-65, Perdomo Alto",3146135054,,clinica.dental.orto.cent65@outlook.com,Si,No,4.4,50,28,BAJA,Página Web + Lead Qualifier Bot,Pendiente,No,,
987,Pet Huellitas,Veterinaria,Usme,Usme Centro,"Cr 1 #76-70 Sur, Usme Centro",3057090705,6016749164,pet.huellitas.col@yahoo.com,Si,No,4.7,55,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
988,Pet Peludo,Veterinaria,Antonio Nariño,Restrepo,"Cr 56 #51-80, Restrepo",3111348575,,pet.peludo1@hotmail.com,Si,No,5.0,56,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
989,Pet El Nido,Veterinaria,Fontibón,Modelia,"Dg 68 #48-66, Modelia",3118760929,6013616771,pet.el.nido52@gmail.com,Si,No,4.8,54,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
990,El Tornillo La Obra,Ferretería,Mártires,Eduardo Santos,"Tv 12 #51-36, Eduardo Santos",3003010158,,el.tornillo.la.obra29@outlook.com,Si,No,4.9,47,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
991,El Tornillo El Bisagra,Ferretería,Usme,La Flora,"Tv 151 #107-48 Sur, La Flora",3176317525,6016468399,el.tornillo.el.bisagra.col@yahoo.com,Si,No,4.4,48,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
992,Materiales La Herramienta,Ferretería,Tunjuelito,Fátima,"Dg 160 #115-92 Sur, Fátima",3155510361,,materiales.la.herramient@yahoo.com,Si,No,4.6,33,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
993,Ropa Trendy,Tienda de ropa,Antonio Nariño,Policarpa,"Cl 99 #81-35, Policarpa",3114014504,,ropa.trendy.col@gmail.com,Si,No,4.5,36,28,BAJA,E-Commerce + Pautas Digitales,Pendiente,No,,
994,Papelería El Lápiz,Papelería,Barrios Unidos,Rionegro,"Cl 94 #47-93, Rionegro",3174924736,6015649040,papeleria.el.lapiz6@gmail.com,Si,No,4.8,32,28,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
995,Mecánica El Especialista,Taller mecánico,Ciudad Bolívar,Jerusalem,"Tv 39 #132-61 Sur, Jerusalem",3127584749,,mecanica.el.especialista@gmail.com,Si,No,4.3,49,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
996,Automotriz La Tuerca,Taller mecánico,Usaquén,Unicentro,"Dg 89 #42-54, Unicentro",3244184960,,automotriz.la.tuerca@gmail.com,Si,No,5.0,39,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
997,Automotriz El Freno,Taller mecánico,Puente Aranda,Cundinamarca,"Av 71 #123-71, Cundinamarca",3038989977,,automotriz.el.freno2@gmail.com,Si,No,4.1,30,28,BAJA,Página Web + WhatsApp Bot,Pendiente,No,,
998,Centro de Desarrollo La Hormiguita,Jardín infantil,Usaquén,Toberín,"Dg 93 #75-25, Toberín",3042234327,6012088961,centro.de.desarrollo.la.@gmail.com,Si,No,4.5,44,28,BAJA,Página Web + Redes Sociales,Pendiente,No,,
999,Preescolar Las Estrellas,Jardín infantil,Chapinero,Rosales,"Tv 83 #84-36, Rosales",3019437215,6012865318,preescolar.las.estrellas.bogota@yahoo.com,Si,No,4.5,58,28,BAJA,Página Web + Redes Sociales,Pendiente,No,,
1000,Instituto La Técnica,Academia,Ciudad Bolívar,Vista Hermosa,"Cl 81 #59-69 Sur, Vista Hermosa",3124425436,,instituto.la.tecnica.bogota@gmail.com,Si,No,4.3,35,28,BAJA,Página Web + Lead Qualifier Bot,Pendiente,No,,
1001,Tienda Naturista La Hierba,Tienda naturista,Chapinero,Chicó Norte,"Dg 89 #4-34, Chicó Norte",3182420257,6016001689,tienda.naturista.la.hier.bogota@outlook.com,Si,No,4.4,56,28,BAJA,E-Commerce + Redes Sociales,Pendiente,No,,
1002,Beauty Room Stunning,Sala de belleza,Kennedy,Timiza,"Tv 56 #139-88 Sur, Timiza",3233102172,,beauty.room.stunning.bogota@yahoo.com,Si,No,4.1,30,28,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
1003,Asadero El Paisa,Restaurante,Usme,Comuneros,"Av 34 #147-8 Sur, Comuneros",3138842676,,asadero.el.paisa.col@hotmail.com,Si,Si,5.0,3,25,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
1004,Ajiaco El Jardín,Restaurante,Teusaquillo,Teusaquillo,"Cr 33 #111-11, Teusaquillo",3012743367,,ajiaco.el.jardin@hotmail.com,Si,Si,4.3,4,25,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
1005,Cocina Mi Tolima,Restaurante,La Candelaria,La Candelaria,"Tv 27 #4-10, La Candelaria",3223202450,,cocina.mi.tolima2@outlook.com,Si,No,3.8,422,25,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
1006,Rincón Don Carlos,Restaurante,Tunjuelito,Tunjuelito,"Av 158 #19-88 Sur, Tunjuelito",3233502098,,rincon.don.carlos70@gmail.com,Si,Si,4.8,5,25,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
1007,Parrilla Cielo Verde,Restaurante,Fontibón,El Dorado,"Tv 172 #61-8, El Dorado",3047165358,,parrilla.cielo.verde70@gmail.com,Si,Si,4.2,6,25,BAJA,Redes Sociales + WhatsApp Bot,Pendiente,No,,
